Task,Question,BatchSize,Token_Step,Token_Rank,Token_ID,Prob_B1,Mean_Prob_Runs,Std_Prob_Runs (sigma_j),Range_Prob_Runs (R_j)
infinichat,question_000,2,9,2,1595,0.0109470309689641,0.015737706795334816,0.0037059709429740906,0.014294548891484737
infinichat,question_000,2,9,3,27725,0.0024426127783954144,0.0036762915551662445,0.0008839195943437517,0.002681516343727708
infinichat,question_000,2,9,4,9150,0.0005450205644592643,0.0007945899269543588,0.00014881693641655147,0.0005997184780426323
infinichat,question_000,2,9,5,85739,0.00020050186139997095,0.0003123413771390915,6.169149128254503e-05,0.0002205881755799055
infinichat,question_000,2,9,6,48859,0.00015615099982824177,0.0002621585736051202,6.93514957674779e-05,0.0002642348990775645
infinichat,question_000,2,9,7,111428,0.0001216105229104869,0.00015951129898894578,3.677972199511714e-05,0.00015869099297560751
infinichat,question_000,2,9,8,55704,7.376051507890224e-05,0.00011012033064616844,1.9980823708465323e-05,8.094588702078909e-05
infinichat,question_000,2,9,9,61225,7.376051507890224e-05,0.00014261118485592306,3.505346830934286e-05,0.00012484223407227546
infinichat,question_000,2,9,10,8155,9.982399205910042e-06,1.5494004401261918e-05,3.842069872916909e-06,1.8913866369985044e-05
infinichat,question_000,2,10,1,2822,0.9999958276748657,0.9999951720237732,1.0461252486493322e-06,2.5033950805664062e-06
infinichat,question_000,2,10,2,8652,3.7266377148625907e-06,4.403546881803777e-06,1.085469989448029e-06,2.417534233245533e-06
infinichat,question_000,2,10,3,37884,3.059010396100348e-07,3.059008690797782e-07,3.24630188182351e-13,7.673861546209082e-13
infinichat,question_000,2,10,4,7226,1.1253470688643574e-07,1.1545477462959752e-07,1.4305666873326572e-08,7.300347704131127e-08
infinichat,question_000,2,10,5,34659,9.237411724427602e-09,9.60471702171617e-09,9.103716114289284e-10,2.623681716329429e-09
infinichat,question_000,2,10,6,27725,4.363444272570405e-09,4.1565817454625176e-09,4.5990042329968617e-10,2.204505467062745e-09
infinichat,question_000,2,10,7,15721,7.991926564976382e-11,8.06221547855479e-11,1.0742060019275357e-11,4.037733342121541e-11
infinichat,question_000,2,10,8,63510,3.7751191062085354e-11,4.032451109137192e-11,4.579293975265353e-12,1.0722391724504732e-11
infinichat,question_000,2,10,9,6674,3.7751191062085354e-11,3.701098455488605e-11,3.71661035281079e-12,1.907290297920028e-11
infinichat,question_000,2,10,10,85342,1.7832398752082312e-11,1.8890170677687834e-11,2.379089980575344e-12,9.00936703712718e-12
infinichat,question_000,2,11,1,2846,0.5897753238677979,0.6665285229682922,0.04539122059941292,0.11351943016052246
infinichat,question_000,2,11,2,990,0.357716828584671,0.2818617522716522,0.04541122168302536,0.11215656995773315
infinichat,question_000,2,11,3,15184,0.04841170832514763,0.04751764237880707,0.009387968108057976,0.026514355093240738
infinichat,question_000,2,11,4,99299,0.003973874729126692,0.0039866953156888485,0.0008057179511524737,0.002315775491297245
infinichat,question_000,2,11,5,2886,0.00012000062270089984,0.0001033786975312978,2.618134385556914e-05,7.030262349871919e-05
infinichat,question_000,2,11,6,2557,2.1978880795359146e-06,1.925446440509404e-06,3.6710321182908956e-07,1.2856944522354752e-06
infinichat,question_000,2,11,7,176780,2.004214572082219e-09,1.6219678933282466e-09,3.16314752168978e-10,1.2816609995525141e-09
infinichat,question_000,2,11,8,1688,1.6451594253563684e-10,1.7508192118320665e-10,3.25172146153907e-11,1.3508608120993415e-10
infinichat,question_000,2,11,9,73971,1.6451594253563684e-10,1.2122575165918192e-10,2.3329378359693287e-11,8.06067018688239e-11
infinichat,question_000,2,11,10,2782,9.978397275123285e-11,9.666494688032046e-11,2.0437951678276e-11,8.850142840799435e-11
infinichat,question_000,2,12,1,236761,0.6223580837249756,0.650124192237854,0.041297413408756256,0.16887927055358887
infinichat,question_000,2,12,2,236764,0.37747928500175476,0.3496924638748169,0.041300274431705475,0.16886913776397705
infinichat,question_000,2,12,3,529,0.00016259636322502047,0.00018321613606531173,2.2960297428653575e-05,0.00010115242912434042
infinichat,question_000,2,12,4,1271,4.973860906476446e-11,3.707762916138613e-11,5.238157563952628e-12,1.956971737437918e-11
infinichat,question_000,2,12,5,684,1.8297811182899082e-11,1.4714890764211397e-11,2.5788145490562853e-12,1.0534116114124803e-11
infinichat,question_000,2,12,6,990,1.5019758440454334e-12,1.0547797444498963e-12,1.5051954366067377e-13,7.277857786910924e-13
infinichat,question_000,2,12,7,43413,9.109943702179102e-13,7.392759906847679e-13,1.3030113826025674e-13,6.171653357638085e-13
infinichat,question_000,2,12,8,236793,9.109943702179102e-13,8.500567871133624e-13,1.1984002386365017e-13,5.668588428514587e-13
infinichat,question_000,2,12,9,532,5.525460189219344e-13,4.264952919909998e-13,7.482188290166072e-14,2.677497438173526e-13
infinichat,question_000,2,12,10,237028,1.2328968412595592e-13,1.1502894448588152e-13,2.6018992055299936e-14,9.795072061389784e-14
infinichat,question_001,2,0,1,19058,1.0,1.0,0.0,0.0
infinichat,question_001,2,0,2,1408,7.194133289090132e-09,6.345084013759106e-09,1.3090983852492855e-09,7.497657605881614e-09
infinichat,question_001,2,0,3,10649,9.736200734522527e-10,1.132124172187332e-09,2.122985676145106e-10,1.3028974565898466e-09
infinichat,question_001,2,0,4,8623,5.905304023556823e-10,5.886289233814068e-10,9.083674090692995e-11,2.9835045545212324e-10
infinichat,question_001,2,0,5,236769,4.5990555808117506e-10,3.5092723171814555e-10,7.13373249361382e-11,3.732864017891302e-10
infinichat,question_001,2,0,6,113106,1.783247334519178e-11,1.635843023539696e-11,3.5519842275788527e-12,1.2081407055331006e-11
infinichat,question_001,2,0,7,22736,6.5602007333354084e-12,5.887697013956528e-12,1.2674508794927042e-12,6.83697933337446e-12
infinichat,question_001,2,0,8,81496,3.978962558742749e-12,3.80620535089804e-12,8.816250680887538e-13,5.3246452386135346e-12
infinichat,question_001,2,0,9,236777,1.1399918552548738e-12,1.0182545995621184e-12,1.8904855166122086e-13,9.672384421177682e-13
infinichat,question_001,2,0,10,1018,4.75219310517444e-13,3.8659762782548845e-13,8.14817302714245e-14,4.3707344601212617e-13
infinichat,question_001,2,1,1,236764,0.999998927116394,0.9999989867210388,1.399123021883497e-07,7.152557373046875e-07
infinichat,question_001,2,1,2,236888,1.0677028967620572e-06,1.0363156661696848e-06,1.3036664370247308e-07,6.371361678247922e-07
infinichat,question_001,2,1,3,1590,2.8453317924004295e-08,2.73248428328543e-08,3.84617449000757e-09,1.4375309831393679e-08
infinichat,question_001,2,1,4,236761,9.736190742515305e-10,9.69731739353108e-10,1.0853528492615894e-10,4.918962459576903e-10
infinichat,question_001,2,1,5,5427,6.691578957607192e-10,6.675843211567667e-10,6.808553026926845e-11,3.380748458958749e-10
infinichat,question_001,2,1,6,1531,5.211406861604928e-10,4.648653961769611e-10,5.954253062823156e-11,2.7444174710566926e-10
infinichat,question_001,2,1,7,18715,2.7894650478366145e-10,2.7989041639919776e-10,5.0629077319452875e-11,2.1414778283990188e-10
infinichat,question_001,2,1,8,753,2.4616941818322857e-10,2.414076716306113e-10,3.078372626252879e-11,1.2437079144334007e-10
infinichat,question_001,2,1,9,5866,1.4930930103407292e-10,1.328169241254784e-10,1.9297421299802053e-11,1.0115622228745735e-10
infinichat,question_001,2,1,10,726,1.1628221302517616e-10,1.1513568570764576e-10,1.4410198728720403e-11,5.874861014332211e-11
infinichat,question_001,2,2,1,1590,1.0,1.0,5.1619135632563484e-08,1.1920928955078125e-07
infinichat,question_001,2,2,2,1531,4.139937814784389e-08,4.546405563132794e-08,6.275550745726832e-09,2.6856650237050417e-08
infinichat,question_001,2,2,3,672,9.736200734522527e-10,1.0236925751527792e-09,1.8103780974332295e-10,8.469717149850453e-10
infinichat,question_001,2,2,4,5715,7.582560135332983e-10,7.907691168540509e-10,1.2223172474179478e-10,3.8308967109657033e-10
infinichat,question_001,2,2,5,564,5.905304023556823e-10,5.170794348252628e-10,7.804162177604823e-11,2.3235560697720814e-10
infinichat,question_001,2,2,6,7327,7.99195987166712e-11,8.057393641180965e-11,1.5009660181419804e-11,5.414510853563037e-11
infinichat,question_001,2,2,7,2056,7.99195987166712e-11,7.462368223354332e-11,1.3419839024753077e-11,5.414510853563037e-11
infinichat,question_001,2,2,8,2426,6.224144116773189e-11,6.563295740225072e-11,1.24821750158155e-11,5.414510853563037e-11
infinichat,question_001,2,2,9,16580,3.775134718719819e-11,3.849974505865106e-11,6.591886758666732e-12,2.8981789190751783e-11
infinichat,question_001,2,2,10,77937,2.5946095966178362e-11,2.1904551089635405e-11,4.334521457038942e-12,1.7578341560131605e-11
infinichat,question_001,2,3,1,236789,0.9999982118606567,0.9999980926513672,2.745697997852403e-07,8.344650268554688e-07
infinichat,question_001,2,3,2,236858,1.760343138812459e-06,1.8636110326042399e-06,2.872709501389181e-07,8.893670155885047e-07
infinichat,question_001,2,3,3,563,2.8453296607722223e-08,2.9063629725101237e-08,4.382922469403638e-09,1.9239834614381834e-08
infinichat,question_001,2,3,4,496,5.905293476438089e-10,5.979629569274891e-10,1.2184750430854763e-10,5.6775339984938e-10
infinichat,question_001,2,3,5,692,2.172435981107057e-10,1.986274200671545e-10,4.198058914384184e-11,1.667782301151277e-10
infinichat,question_001,2,3,6,21841,1.4930920388955826e-10,1.1861311932648277e-10,2.0716484083749265e-11,7.862879791709076e-11
infinichat,question_001,2,3,7,611,1.0261861499438751e-10,9.960893915250679e-11,1.818074683856974e-11,6.938968150072e-11
infinichat,question_001,2,3,8,239111,5.492778801241549e-11,4.8517675987902464e-11,9.668265320283975e-12,4.2168137037723596e-11
infinichat,question_001,2,3,9,5899,3.331538517281629e-11,3.121284480878117e-11,6.346411677432551e-12,2.8266765664253235e-11
infinichat,question_001,2,3,10,691,2.594604912864451e-11,2.6090837823566915e-11,5.409372168946325e-12,1.9918813126684753e-11
infinichat,question_001,2,4,1,236751,1.0,1.0,0.0,0.0
infinichat,question_001,2,4,2,236745,9.056077415747765e-11,8.502180903757761e-11,9.936253209108514e-12,3.208999732606799e-11
infinichat,question_001,2,4,3,503,3.775134718719819e-11,3.3691507916877583e-11,4.5300252264623975e-12,1.6831782495563274e-11
infinichat,question_001,2,4,4,236746,2.2897348947448215e-11,1.9593663497241565e-11,2.2895090771163362e-12,1.0208993372895492e-11
infinichat,question_001,2,4,5,496,1.573710259328287e-11,1.578902113219538e-11,2.084300397206529e-12,7.950772852594046e-12
infinichat,question_001,2,4,6,236773,4.799545309797093e-12,4.404571325722362e-12,5.570934880939904e-13,2.2779343515633155e-12
infinichat,question_001,2,4,7,500,3.511422055901825e-12,3.3545904769283208e-12,4.993576082149009e-13,1.939743938389471e-12
infinichat,question_001,2,4,8,2613,3.2986755688080294e-12,2.985942873165448e-12,4.3962460082903887e-13,1.5655998632929657e-12
infinichat,question_001,2,4,9,253696,3.098819161342914e-12,2.944205426333446e-12,3.402798333905499e-13,1.5655998632929657e-12
infinichat,question_001,2,4,10,236882,2.4133626954497833e-12,2.1673615593215123e-12,2.432724703106681e-13,1.0760196986897563e-12
infinichat,question_001,2,5,1,496,0.9999997615814209,0.9999998807907104,0.0,0.0
infinichat,question_001,2,5,2,614,1.1253514742293191e-07,9.849031812336762e-08,1.556326623131099e-08,7.62419816169313e-08
infinichat,question_001,2,5,3,506,8.764246217651817e-08,1.0023020990956866e-07,1.3828835854212684e-08,5.685554071988008e-08
infinichat,question_001,2,5,4,5410,3.850741059352458e-09,3.906102552519997e-09,4.6146336751817785e-10,1.9454886590608567e-09
infinichat,question_001,2,5,5,600,3.3982670011312166e-09,3.665846737277434e-09,4.038411827167465e-10,1.9454886590608567e-09
infinichat,question_001,2,5,6,822,1.416608386151097e-09,1.5150295462618146e-09,2.1018874141187638e-10,9.578972059998137e-10
infinichat,question_001,2,5,7,623,1.2501525370467448e-09,1.3086142169882464e-09,1.3865868175866325e-10,6.316077660883934e-10
infinichat,question_001,2,5,8,31866,2.2897343743277787e-11,2.3300370313728003e-11,2.8586930999469073e-12,1.366367088917464e-11
infinichat,question_001,2,5,9,3303,1.0815939290031995e-11,1.0405216618880608e-11,1.3954225145176857e-12,6.454262471700112e-12
infinichat,question_001,2,5,10,138,8.423462448392538e-12,8.24474603172698e-12,9.161990827469269e-13,5.0265841836094616e-12
infinichat,question_001,2,6,1,5410,0.9999992847442627,0.9999992251396179,9.973764747428504e-08,3.5762786865234375e-07
infinichat,question_001,2,6,2,18361,6.475947884609923e-07,6.258787834667601e-07,9.304358172812499e-08,3.2718054399083485e-07
infinichat,question_001,2,6,3,26497,8.764241954395402e-08,9.306145187792936e-08,1.3198534709601972e-08,4.427910482718289e-08
infinichat,question_001,2,6,4,12262,5.602792452208405e-09,5.474900088842105e-09,1.0212997114678046e-09,2.8306685884160743e-09
infinichat,question_001,2,6,5,2214,2.0611519158109104e-09,1.962757512075086e-09,3.5536681930459224e-10,1.3964197576044057e-09
infinichat,question_001,2,6,6,129942,1.2501519819352325e-09,1.21548338061217e-09,2.0843485271093698e-10,6.31607433021486e-10
infinichat,question_001,2,6,7,79409,8.5921608716788e-10,7.531955059647544e-10,1.2374463953523929e-10,3.830894490519654e-10
infinichat,question_001,2,6,8,43406,7.58255458421786e-10,7.22640003392172e-10,1.3309657542759368e-10,5.13714126793019e-10
infinichat,question_001,2,6,9,2317,6.691581178053241e-10,5.743514552847273e-10,9.786230853459088e-11,3.523905056646015e-10
infinichat,question_001,2,6,10,2891,5.905299582664725e-10,6.005976826983783e-10,1.1343024436394344e-10,4.533511344106955e-10
infinichat,question_001,2,7,1,1003,0.9992628693580627,0.9992700219154358,3.095336796832271e-05,0.00016289949417114258
infinichat,question_001,2,7,2,12262,0.0007096509216353297,0.0007033759029582143,3.074346750508994e-05,0.00015689025167375803
infinichat,question_001,2,7,3,4317,1.0122626008524094e-05,1.025042001856491e-05,7.615096819790779e-07,5.114154191687703e-06
infinichat,question_001,2,7,4,236764,7.88350916991476e-06,7.18602723281947e-06,8.5428695228984e-07,1.7450765881221741e-06
infinichat,question_001,2,7,5,2760,2.258663243992487e-06,1.888960809992568e-06,2.191399914863723e-07,4.996187499273219e-07
infinichat,question_001,2,7,6,568,2.258663243992487e-06,2.4411422145931283e-06,3.084753075199842e-07,1.1411309515096946e-06
infinichat,question_001,2,7,7,5267,1.3699485634788289e-06,1.416650206920167e-06,1.2643830871184036e-07,3.8910150124138454e-07
infinichat,question_001,2,7,8,19541,1.0669169796528877e-06,1.0527636504775728e-06,5.6037773532580104e-08,2.3617099031980615e-07
infinichat,question_001,2,7,9,43887,8.309157806252188e-07,7.84177643708972e-07,9.158360825267664e-08,4.1979785692092264e-07
infinichat,question_001,2,7,10,3495,6.471178721767501e-07,5.669619440595852e-07,7.105096955228873e-08,1.4314406371340738e-07
infinichat,question_001,2,8,1,21513,0.9859360456466675,0.9855268597602844,0.0013668868923559785,0.0069994330406188965
infinichat,question_001,2,8,2,496,0.014063621871173382,0.014472797513008118,0.001366854296065867,0.0069992635399103165
infinichat,question_001,2,8,3,44637,3.872622187373054e-07,4.06602907787601e-07,5.543929759710409e-08,1.9565433717616543e-07
infinichat,question_001,2,8,4,506,5.523999035972338e-09,6.434119015352735e-09,7.909967680852503e-10,3.7032981126117193e-09
infinichat,question_001,2,8,5,84578,2.3027453277535415e-09,2.421492117932189e-09,2.552040523351451e-10,1.1516395614918906e-09
infinichat,question_001,2,8,6,623,2.3027453277535415e-09,2.2422845802338998e-09,2.467088477953183e-10,8.159727338252765e-10
infinichat,question_001,2,8,7,104006,1.7933797780145255e-09,1.98774374737809e-09,2.1013349393861347e-10,9.060595607124355e-10
infinichat,question_001,2,8,8,7489,1.0877398981534725e-09,1.1436271929454733e-09,1.4817894133933862e-10,7.292224601940234e-10
infinichat,question_001,2,8,9,5026,4.0015712965413286e-10,4.0467662554277695e-10,4.6046444435177136e-11,2.3674393001549277e-10
infinichat,question_001,2,8,10,62015,2.4270757625899364e-10,2.853088043597296e-10,3.339159851400986e-11,1.6411655368031575e-10
infinichat,question_001,2,9,1,236764,0.9766141772270203,0.9729704856872559,0.0029243463650345802,0.012134194374084473
infinichat,question_001,2,9,2,657,0.013930652290582657,0.015782367438077927,0.0020331372506916523,0.006898417137563229
infinichat,question_001,2,9,3,2844,0.005124800838530064,0.006772929802536964,0.0008457614458166063,0.0032581626437604427
infinichat,question_001,2,9,4,506,0.003991199191659689,0.004063010215759277,0.0004732330562546849,0.0019799089059233665
infinichat,question_001,2,9,5,528,0.00015475557302124798,0.00018742763495538384,1.843219251895789e-05,4.4490836444310844e-05
