Model,Question,BatchSize,Token_Step,Token_Rank,Token_ID,Prob_B1,Mean_Prob_Runs,Std_Prob_Runs (sigma_j),Range_Prob_Runs (R_j),Logit_B1,Mean_Logit_Runs,Std_Logit_Runs,Range_Logit_Runs
gemma3_270M,question_000,2,4,2,1546,0.001919885748066008,0.0018432349897921085,0.00020486647554207593,0.0010088939452543855,16.875,16.81999969482422,0.16613246500492096,0.875
gemma3_270M,question_000,2,4,3,672,0.001164469518698752,0.001204148167744279,0.00010756589472293854,0.0004664878360927105,16.375,16.397499084472656,0.11371565610170364,0.625
gemma3_270M,question_000,2,4,4,1144,0.0007518380298279226,0.0008223647600971162,5.780401261290535e-05,0.00031997798942029476,15.9375,16.017499923706055,0.08663861453533173,0.5
gemma3_270M,question_000,2,4,5,3217,0.0005855320487171412,0.0006702321697957814,3.793783253058791e-05,0.00021344638662412763,15.6875,15.813749313354492,0.08882039040327072,0.5
gemma3_270M,question_000,2,4,6,1217,0.00042838440276682377,0.0004622366977855563,2.378994395257905e-05,0.000146888050949201,15.375,15.442499160766602,0.07378177344799042,0.4375
gemma3_270M,question_000,2,4,7,114345,0.0002944239822681993,0.00033014468499459326,2.167992715840228e-05,0.00010138918878510594,15.0,15.104999542236328,0.09637167304754257,0.5625
gemma3_270M,question_000,2,4,8,3363,7.444204675266519e-05,7.714967796346173e-05,4.932316187478136e-06,3.17477788485121e-05,13.625,13.651248931884766,0.09193237870931625,0.5
gemma3_270M,question_000,2,4,9,2918,5.446296199806966e-05,5.835181218571961e-05,4.519221874943469e-06,2.6301750040147454e-05,13.3125,13.37125015258789,0.10262949764728546,0.6875
gemma3_270M,question_000,2,4,10,837,4.8063397116493434e-05,4.9527163355378434e-05,4.24431118517532e-06,2.4189754185499623e-05,13.1875,13.206249237060547,0.11809026449918747,0.625
gemma3_270M,question_000,2,5,1,7140,0.4312138259410858,0.44805824756622314,0.015105705708265305,0.08903482556343079,16.75,16.584999084472656,0.12103718519210815,0.5
gemma3_270M,question_000,2,5,2,5371,0.16886575520038605,0.16092199087142944,0.009259632788598537,0.04985526204109192,15.8125,15.559999465942383,0.15759916603565216,0.5
gemma3_270M,question_000,2,5,3,5792,0.1235448345541954,0.12210097908973694,0.0038776597939431667,0.02359163761138916,15.5,15.28499984741211,0.12879246473312378,0.4375
gemma3_270M,question_000,2,5,4,2778,0.09621681272983551,0.09492838382720947,0.004773442633450031,0.03248821943998337,15.25,15.032499313354492,0.1282331794500351,0.5
gemma3_270M,question_000,2,5,5,2238,0.06612878292798996,0.05889815837144852,0.004506776109337807,0.030128397047519684,14.875,14.553749084472656,0.15462151169776917,0.5625
gemma3_270M,question_000,2,5,6,1657,0.031237026676535606,0.032059744000434875,0.001232956419698894,0.005260385572910309,14.125,13.947500228881836,0.10559356212615967,0.5
gemma3_270M,question_000,2,5,7,114345,0.01570696383714676,0.015821252018213272,0.0010376042919233441,0.005437457002699375,13.4375,13.239998817443848,0.1501873880624771,0.5
gemma3_270M,question_000,2,5,8,1883,0.013021529652178288,0.013752983883023262,0.0005046969163231552,0.0031075095757842064,13.25,13.101249694824219,0.12923452258110046,0.4375
gemma3_270M,question_000,2,5,9,6608,0.012232594192028046,0.010861530900001526,0.00046693318290635943,0.0020798342302441597,13.1875,12.864998817443848,0.13713587820529938,0.375
gemma3_270M,question_000,2,5,10,6868,0.007419443689286709,0.007152264472097158,0.0004490842402447015,0.002238228917121887,12.6875,12.446249008178711,0.16630637645721436,0.5
gemma3_270M,question_000,2,6,1,1883,0.2894355356693268,0.31699180603027344,0.023565439507365227,0.0951513946056366,22.25,22.327499389648438,0.12219349294900894,0.625
gemma3_270M,question_000,2,6,2,2778,0.25542595982551575,0.23155218362808228,0.012270756997168064,0.06880006194114685,22.125,22.014999389648438,0.10198038816452026,0.625
gemma3_270M,question_000,2,6,3,699,0.1549236923456192,0.15906579792499542,0.007091911975294352,0.040282681584358215,21.625,21.639999389648438,0.09886860102415085,0.625
gemma3_270M,question_000,2,6,4,1534,0.1549236923456192,0.14548583328723907,0.008615230210125446,0.026077404618263245,21.625,21.549999237060547,0.1089724749326706,0.5
gemma3_270M,question_000,2,6,5,528,0.09396596252918243,0.0987679660320282,0.00622093491256237,0.029809698462486267,21.125,21.162498474121094,0.10077822208404541,0.5
gemma3_270M,question_000,2,6,6,529,0.030506281182169914,0.028750501573085785,0.0022166240960359573,0.0099925696849823,20.0,19.927499771118164,0.10633085668087006,0.5
gemma3_270M,question_000,2,6,7,236761,0.0068068718537688255,0.0059865256771445274,0.0008165084873326123,0.002791238948702812,18.5,18.352500915527344,0.14293792843818665,0.5
gemma3_270M,question_000,2,6,8,532,0.004128576256334782,0.004079082049429417,0.0005197740974836051,0.0018851908389478922,18.0,17.970001220703125,0.1448274850845337,0.625
gemma3_270M,question_000,2,6,9,236787,0.0036434559151530266,0.0030704024247825146,0.000346156011801213,0.0015866521280258894,17.875,17.6875,0.12311071902513504,0.5
gemma3_270M,question_000,2,6,10,1657,0.0019502013456076384,0.0020275209099054337,8.947741298470646e-05,0.00041385949589312077,17.25,17.27750015258789,0.08400148153305054,0.5
gemma3_270M,question_000,2,7,1,529,0.4868910014629364,0.502281665802002,0.01376170851290226,0.05772241950035095,22.5,22.464998245239258,0.08674675971269608,0.375
gemma3_270M,question_000,2,7,2,236761,0.15807035565376282,0.13593804836273193,0.011609629727900028,0.060320980846881866,21.375,21.154998779296875,0.1017349511384964,0.5
gemma3_270M,question_000,2,7,3,573,0.10864006727933884,0.10328073054552078,0.005092591512948275,0.026524171233177185,21.0,20.88249969482422,0.07250000536441803,0.375
gemma3_270M,question_000,2,7,4,528,0.09587452560663223,0.09801547229290009,0.004993246402591467,0.021092556416988373,20.875,20.829999923706055,0.08200609683990479,0.375
gemma3_270M,question_000,2,7,5,1883,0.02746850997209549,0.02878202497959137,0.0023857695050537586,0.01158861443400383,19.625,19.60249900817871,0.09581883996725082,0.5
gemma3_270M,question_000,2,7,6,2778,0.02746850997209549,0.03176004812121391,0.0019189122831448913,0.009636366739869118,19.625,19.702499389648438,0.07454025745391846,0.25
gemma3_270M,question_000,2,7,7,532,0.024240877479314804,0.023856915533542633,0.001983081689104438,0.0059435442090034485,19.5,19.415000915527344,0.0949999988079071,0.375
gemma3_270M,question_000,2,7,8,236787,0.018878811970353127,0.01771390438079834,0.0013928314438089728,0.007129063829779625,19.25,19.11750030517578,0.10127314180135727,0.5
gemma3_270M,question_000,2,7,9,1534,0.01666049286723137,0.018806319683790207,0.0014093386707827449,0.005110938102006912,19.125,19.177499771118164,0.09384161978960037,0.25
gemma3_270M,question_000,2,7,10,3439,0.011450579389929771,0.013888800516724586,0.0009663353557698429,0.005312674678862095,18.75,18.875,0.08291561156511307,0.5
gemma3_270M,question_000,2,8,1,506,0.5189656019210815,0.5276514291763306,0.015239754691720009,0.08156219124794006,15.5625,15.513750076293945,0.0699218288064003,0.4375
gemma3_270M,question_000,2,8,2,114345,0.27778226137161255,0.2473442256450653,0.018950114026665688,0.07908748090267181,14.9375,14.75374984741211,0.08962596207857132,0.3125
gemma3_270M,question_000,2,8,3,496,0.1684834510087967,0.18929368257522583,0.010261794552206993,0.04806610941886902,14.4375,14.487500190734863,0.07806247472763062,0.5625
gemma3_270M,question_000,2,8,4,20185,0.007402646820992231,0.007071708329021931,0.0006844467716291547,0.0034799990244209766,11.3125,11.197500228881836,0.12142384797334671,0.5
gemma3_270M,question_000,2,8,5,205681,0.0009411408682353795,0.000785309704951942,6.031446537235752e-05,0.0002641546889208257,9.25,9.001249313354492,0.08704344928264618,0.25
gemma3_270M,question_000,2,8,6,11579,0.0005708307726308703,0.0004993149195797741,3.60780322807841e-05,0.00015498191351071,8.75,8.548749923706055,0.0850459411740303,0.3125
gemma3_270M,question_000,2,8,7,672,0.0005362458759918809,0.0005003147525712848,3.1761479476699606e-05,0.00016323020099662244,8.6875,8.551249504089355,0.09494242072105408,0.5
gemma3_270M,question_000,2,8,8,614,0.0003685560659505427,0.000370647176168859,1.3964810023026075e-05,6.339381798170507e-05,8.3125,8.2524995803833,0.06118619069457054,0.375
gemma3_270M,question_000,2,8,9,29232,0.0003685560659505427,0.00032170568010769784,1.867565151769668e-05,9.621269418857992e-05,8.3125,8.110000610351562,0.07132671028375626,0.3125
gemma3_270M,question_000,2,8,10,5792,0.00023063649132382125,0.00021264418319333345,1.3649151696881745e-05,6.799300899729133e-05,7.84375,7.695625305175781,0.06725940853357315,0.3125
gemma3_270M,question_000,2,9,1,114345,0.99726402759552,0.9970118999481201,0.00020610714273061603,0.0010789036750793457,20.375,20.25,0.09354142844676971,0.5
gemma3_270M,question_000,2,9,2,5792,0.002049335278570652,0.002245483687147498,0.0001641281705815345,0.0007707751356065273,14.1875,14.151249885559082,0.06741893291473389,0.3125
gemma3_270M,question_000,2,9,3,29232,6.1884566093795e-05,6.076608406146988e-05,3.781520717893727e-06,1.88022168003954e-05,10.6875,10.542499542236328,0.08143248409032822,0.5
gemma3_270M,question_000,2,9,4,40224,5.4612937674392015e-05,5.4864256526343524e-05,3.675547077364172e-06,2.5871941033983603e-05,10.5625,10.4399995803833,0.06726812571287155,0.375
gemma3_270M,question_000,2,9,5,4414,3.7534886359935626e-05,3.838321572402492e-05,2.7787600629380904e-06,1.601335134182591e-05,10.1875,10.082499504089355,0.07228416204452515,0.4375
gemma3_270M,question_000,2,9,6,15639,3.1117517210077494e-05,3.17341327900067e-05,3.0463058919849573e-06,1.569059350003954e-05,10.0,9.889999389648438,0.08529361337423325,0.375
gemma3_270M,question_000,2,9,7,1657,2.746111022133846e-05,3.03819433611352e-05,2.527029892007704e-06,1.7412041415809654e-05,9.875,9.84749984741211,0.061441026628017426,0.25
gemma3_270M,question_000,2,9,8,205681,2.746111022133846e-05,2.59013850154588e-05,1.5382349829451414e-06,7.847207598388195e-06,9.875,9.6899995803833,0.07999999821186066,0.5
gemma3_270M,question_000,2,9,9,1883,1.4698873201268725e-05,1.54305889736861e-05,1.2878535926574841e-06,7.61868341214722e-06,9.25,9.170000076293945,0.0612882524728775,0.375
gemma3_270M,question_000,2,9,10,2314,1.380831417918671e-05,1.4509574612020515e-05,9.816870942813694e-07,5.535737727768719e-06,9.1875,9.109999656677246,0.07454025745391846,0.4375
gemma3_270M,question_000,2,10,1,1940,0.9999622106552124,0.9999691247940063,2.261648887724732e-06,1.0251998901367188e-05,25.0,25.322500228881836,0.09711462259292603,0.5
gemma3_270M,question_000,2,10,2,65068,1.221876300405711e-05,1.0274216037942097e-05,5.987387794448296e-07,3.279246811871417e-06,13.6875,13.835000991821289,0.07044501602649689,0.3125
gemma3_270M,question_000,2,10,3,236772,7.4110544119321276e-06,5.576432158704847e-06,7.363390182035801e-07,2.9160014491935726e-06,13.1875,13.217498779296875,0.060259852558374405,0.25
gemma3_270M,question_000,2,10,4,21223,4.222691586619476e-06,3.967386874137446e-06,2.1052356657946802e-07,1.2841751413361635e-06,12.625,12.883750915527344,0.08927660435438156,0.375
gemma3_270M,question_000,2,10,5,30775,2.123302692780271e-06,1.905610588437412e-06,1.5372964412563306e-07,7.523709655288258e-07,11.9375,12.148750305175781,0.07894816249608994,0.375
gemma3_270M,question_000,2,10,6,160288,2.123302692780271e-06,1.917640702231438e-06,1.5753168725041178e-07,9.07545995687542e-07,11.9375,12.154999732971191,0.07314369827508926,0.375
gemma3_270M,question_000,2,10,7,597,1.5534413932982716e-06,1.1773197456932394e-06,1.3784917030079669e-07,3.916572950402042e-07,11.625,11.663749694824219,0.0759214237332344,0.3125
gemma3_270M,question_000,2,10,8,22022,9.422098514733079e-07,8.56432166074228e-07,5.6839862594415536e-08,2.8653732897510054e-07,11.125,11.350000381469727,0.05863019824028015,0.3125
gemma3_270M,question_000,2,10,9,57339,7.811194677742606e-07,6.944212600501487e-07,4.7922792845156437e-08,2.60012768649176e-07,10.9375,11.139999389648438,0.07862092554569244,0.375
gemma3_270M,question_000,2,10,10,15639,5.714791768696159e-07,5.117385626363102e-07,3.385283875445566e-08,2.024980005899124e-07,10.625,10.835000038146973,0.06703543663024902,0.3125
gemma3_270M,question_000,2,11,1,15639,0.9962388277053833,0.9964570999145508,0.00037277667433954775,0.0023130178451538086,24.375,24.579998016357422,0.1430908888578415,0.875
gemma3_270M,question_000,2,11,2,9616,0.0031708097085356712,0.0029516718350350857,0.0003412929945625365,0.0021349191665649414,18.625,18.752498626708984,0.1551007777452469,0.875
gemma3_270M,question_000,2,11,3,10615,0.00011549673945410177,0.00011616855044849217,7.111391369107878e-06,4.3485284550115466e-05,15.3125,15.521249771118164,0.11497961729764938,0.625
gemma3_270M,question_000,2,11,4,53082,0.00010849914542632177,0.00011100394476670772,1.4670843484054785e-05,6.581410707440227e-05,15.25,15.469999313354492,0.14428703486919403,0.8125
gemma3_270M,question_000,2,11,5,73270,9.575016156304628e-05,9.57739757723175e-05,1.0254566404910292e-05,4.914027522318065e-05,15.125,15.325000762939453,0.11659223586320877,0.6875
gemma3_270M,question_000,2,11,6,236761,5.4556796385440975e-05,5.544361920328811e-05,5.1653287300723605e-06,2.334010787308216e-05,14.5625,14.778749465942383,0.16355904936790466,0.6875
gemma3_270M,question_000,2,11,7,568,4.8146204790100455e-05,4.616267324308865e-05,3.2705484045436606e-06,1.6021040210034698e-05,14.4375,14.59749984741211,0.14424371719360352,0.5625
gemma3_270M,question_000,2,11,8,31197,3.749630195670761e-05,3.4435906854923815e-05,2.9416519282676745e-06,1.1381169315427542e-05,14.1875,14.303749084472656,0.09014745056629181,0.625
gemma3_270M,question_000,2,11,9,48276,2.920214865298476e-05,2.896321348089259e-05,2.7402325031289365e-06,1.4069577446207404e-05,13.9375,14.129999160766602,0.10741275548934937,0.6875
gemma3_270M,question_000,2,11,10,5557,2.0070325263077393e-05,2.0441573724383488e-05,1.6808843383842031e-06,9.676292393123731e-06,13.5625,13.782499313354492,0.10624264180660248,0.625
gemma3_270M,question_000,2,12,1,236761,0.980925977230072,0.9780870676040649,0.0011315913870930672,0.005520284175872803,21.625,21.46500015258789,0.11736693978309631,0.375
gemma3_270M,question_000,2,12,2,532,0.006609427276998758,0.007483504246920347,0.00047930379514582455,0.0026209973730146885,16.625,16.59000015258789,0.12509995698928833,0.375
gemma3_270M,question_000,2,12,3,236787,0.005147426854819059,0.005682396236807108,0.00032969177118502557,0.002037214580923319,16.375,16.314998626708984,0.10074720531702042,0.375
gemma3_270M,question_000,2,12,4,699,0.002145766746252775,0.0027009090408682823,0.0002743795048445463,0.0007805873174220324,15.5,15.567500114440918,0.0430116280913353,0.25
gemma3_270M,question_000,2,12,5,528,0.0017789030680432916,0.0021416631061583757,0.0001737228740239516,0.0005000471137464046,15.3125,15.337501525878906,0.055901698768138885,0.25
gemma3_270M,question_000,2,12,6,236764,0.0013014733558520675,0.0014819159405305982,0.00010705698514357209,0.0003440435975790024,15.0,14.969999313354492,0.06523994356393814,0.3125
gemma3_270M,question_000,2,12,7,531,0.0005425348062999547,0.0006312593468464911,3.7692912883358076e-05,0.00015296024503186345,14.125,14.117499351501465,0.08806957304477692,0.375
gemma3_270M,question_000,2,12,8,2721,0.0003290640015620738,0.000369676505215466,2.918855352618266e-05,0.00018707523122429848,13.625,13.581250190734863,0.11809027194976807,0.375
gemma3_270M,question_000,2,12,9,607,0.00024074835528153926,0.0002734843292273581,2.023513661697507e-05,6.361109262797982e-05,13.3125,13.280000686645508,0.05894912779331207,0.3125
gemma3_270M,question_000,2,12,10,2238,0.0002261621702928096,0.0002633921685628593,1.936651642608922e-05,8.256829460151494e-05,13.25,13.242499351501465,0.08806957304477692,0.375
gemma3_270M,question_000,2,13,1,108,0.5835615396499634,0.5585647821426392,0.01437702402472496,0.09213048219680786,16.125,16.219999313354492,0.0772981271147728,0.375
gemma3_270M,question_000,2,13,2,107,0.31235799193382263,0.34100160002708435,0.012062684632837772,0.07592108845710754,15.5,15.726249694824219,0.06833968311548233,0.3125
gemma3_270M,question_000,2,13,3,669,0.07897645980119705,0.07738341391086578,0.003946247976273298,0.019557341933250427,14.125,14.242500305175781,0.07356970012187958,0.4375
gemma3_270M,question_000,2,13,4,1191,0.0032597477547824383,0.003078941721469164,0.0002593264798633754,0.001139261294156313,10.9375,11.016249656677246,0.0836753398180008,0.4375
gemma3_270M,question_000,2,13,5,562,0.002384882653132081,0.0024327728897333145,0.000133679379359819,0.0007312954403460026,10.625,10.782499313354492,0.07206767797470093,0.375
gemma3_270M,question_000,2,13,6,1174,0.0008241933537647128,0.000836080638691783,5.520699778571725e-05,0.00031187967397272587,9.5625,9.713749885559082,0.08393635600805283,0.4375
gemma3_270M,question_000,2,13,7,3792,0.0008241933537647128,0.0008247798541560769,5.827066706842743e-05,0.0002883290871977806,9.5625,9.699999809265137,0.06123724207282066,0.3125
gemma3_270M,question_000,2,13,8,46455,0.0006832802318967879,0.0006980552570894361,5.577447154792026e-05,0.00019234372302889824,9.375,9.532499313354492,0.07097534090280533,0.375
gemma3_270M,question_000,2,13,9,799,0.0005321392090991139,0.000542745809070766,2.8218968509463593e-05,0.00014024306437931955,9.125,9.282500267028809,0.07929375022649765,0.4375
gemma3_270M,question_000,2,13,10,5612,0.0005321392090991139,0.0005338856717571616,3.824445229838602e-05,0.00016290578059852123,9.125,9.265000343322754,0.06796138733625412,0.4375
gemma3_270M,question_000,2,14,1,236829,0.04221458360552788,0.03982280194759369,0.003375450149178505,0.016236592084169388,9.375,9.306249618530273,0.08772292733192444,0.4375
gemma3_270M,question_000,2,14,2,818,0.01653146743774414,0.012803243473172188,0.0011344824451953173,0.005331944674253464,8.4375,8.171249389648438,0.08997395634651184,0.4375
gemma3_270M,question_000,2,14,3,236770,0.0013152355095371604,0.0011326044332236052,0.00013647954619955271,0.00045450369361788034,5.90625,5.743124961853027,0.11730868369340897,0.375
gemma3_270M,question_000,2,14,4,7280,0.0005656757857650518,0.0004493670421652496,3.0867286113789305e-05,0.0001328870712313801,5.0625,4.823124885559082,0.07060287147760391,0.3125
gemma3_270M,question_000,2,14,5,1018,0.0004138571966905147,0.00034873245749622583,4.6108387323329225e-05,0.00016959896311163902,4.75,4.56374979019165,0.12868930399417877,0.46875
gemma3_270M,question_000,2,14,6,236776,0.00011314226867398247,9.2594615125563e-05,6.7877390392823145e-06,3.4188742574770004e-05,3.453125,3.2431249618530273,0.07623719424009323,0.390625
gemma3_270M,question_000,2,14,7,1882,7.305013423319906e-05,6.29991918685846e-05,4.58142767456593e-06,2.669820241862908e-05,3.015625,2.8581249713897705,0.07433559745550156,0.4375
gemma3_270M,question_000,2,14,8,3834,4.162271216046065e-05,3.6743069358635694e-05,2.4131791178660933e-06,1.4284971257438883e-05,2.453125,2.3193747997283936,0.06861919164657593,0.40625
gemma3_270M,question_000,2,14,9,8291,2.9979715691297315e-05,2.4499953724443913e-05,2.2523563529830426e-06,8.415014235652052e-06,2.125,1.9121875762939453,0.0928545743227005,0.34375
gemma3_270M,question_000,2,14,10,902,2.584413050499279e-05,2.085370579152368e-05,1.4031143109605182e-06,8.734436050872318e-06,1.9765625,1.7528125047683716,0.07006484270095825,0.4375
gemma3_270M,question_000,2,15,1,139,0.9755885601043701,0.9732019305229187,0.0016798347933217883,0.009369075298309326,19.75,20.024999618530273,0.13462913036346436,0.5
gemma3_270M,question_000,2,15,2,5213,0.022943643853068352,0.025475965812802315,0.001641952316276729,0.008966367691755295,16.0,16.3799991607666,0.1540292203426361,0.5
gemma3_270M,question_000,2,15,3,669,0.0003074450069107115,0.00030123876058496535,2.387654058111366e-05,0.00010782525350805372,11.6875,11.94124984741211,0.16076476871967316,0.625
gemma3_270M,question_000,2,15,4,16915,7.302458834601566e-05,7.094968896126375e-05,4.786819317814661e-06,2.544657399994321e-05,10.25,10.49625015258789,0.16076476871967316,0.5
gemma3_270M,question_000,2,15,5,27716,7.302458834601566e-05,8.199328294722363e-05,8.444147169939242e-06,2.711260094656609e-05,10.25,10.637499809265137,0.21614521741867065,0.6875
gemma3_270M,question_000,2,15,6,138,6.860025314381346e-05,6.975466385483742e-05,5.436583705886733e-06,3.093057603109628e-05,10.1875,10.478750228881836,0.12349721789360046,0.4375
gemma3_270M,question_000,2,15,7,139881,6.444397149607539e-05,7.372071559075266e-05,7.584975719510112e-06,3.3927928598131984e-05,10.125,10.53125,0.20281225442886353,0.625
