Task,Question,BatchSize,Token_Step,Token_Rank,Token_ID,Prob_B1,Mean_Prob_Runs,Std_Prob_Runs (sigma_j),Range_Prob_Runs (R_j)
2xA6000,question_000,2,7,9,4313,7.433680407342713e-12,6.5612380979740426e-12,4.816699339729724e-13,3.3143752499464885e-12
2xA6000,question_000,2,7,10,236786,7.433680407342713e-12,7.455621189866868e-12,6.060969326253385e-13,5.0265854846520686e-12
2xA6000,question_000,2,8,1,9340,1.0,1.0,0.0,0.0
2xA6000,question_000,2,8,2,47213,3.098819161342914e-12,4.767037892899895e-12,1.0649323220132678e-12,6.543935532343781e-12
2xA6000,question_000,2,8,3,11412,8.878265418850451e-13,1.742328720535924e-12,3.994057146648744e-13,2.2109926736679775e-12
2xA6000,question_000,2,8,4,5471,8.878265418850451e-13,1.7421081938140404e-12,3.8550429124969976e-13,2.4073792005002703e-12
2xA6000,question_000,2,8,5,3255,9.357622912219837e-14,1.4073361616698254e-13,3.625532762462774e-14,1.97609723723291e-13
2xA6000,question_000,2,8,6,45518,5.6756852093598625e-14,8.85831460809873e-14,2.4706002895629256e-14,1.6367610663082371e-13
2xA6000,question_000,2,8,7,15884,3.4424770840998584e-14,6.831464376393787e-14,1.7117422862716718e-14,9.334420985728648e-14
2xA6000,question_000,2,8,8,42544,3.4424770840998584e-14,4.5211098455505763e-14,1.3963482131088174e-14,9.927457212408411e-14
2xA6000,question_000,2,8,9,2918,3.4424770840998584e-14,6.587294593260115e-14,1.5054108201445655e-14,6.676618622119407e-14
2xA6000,question_000,2,8,10,1025,3.4424770840998584e-14,5.411658263437119e-14,1.2280352278961574e-14,6.676618622119407e-14
2xA6000,question_000,2,9,1,3465,0.815255343914032,0.7937029600143433,0.008922101929783821,0.04073286056518555
2xA6000,question_000,2,9,2,25890,0.08592727780342102,0.10546357184648514,0.005822876933962107,0.021777525544166565
2xA6000,question_000,2,9,3,3305,0.08592727780342102,0.08643985539674759,0.006838946137577295,0.02145223319530487
2xA6000,question_000,2,9,4,15569,0.007053340785205364,0.00842334609478712,0.0007488584378734231,0.002108369953930378
2xA6000,question_000,2,9,5,4313,0.005493147298693657,0.005556986201554537,0.00048433238407596946,0.0016472204588353634
2xA6000,question_000,2,9,6,14988,0.0002734877052716911,0.0003345294971950352,2.6471197998034768e-05,0.00016140731167979538
2xA6000,question_000,2,9,7,3671,5.3852916607866064e-05,6.013890015310608e-05,6.103781743149739e-06,3.796719465753995e-05
2xA6000,question_000,2,9,8,28507,3.901092441083165e-06,4.409567736729514e-06,4.2661284282985434e-07,2.097645847243257e-06
2xA6000,question_000,2,9,9,8214,3.901092441083165e-06,4.16401780967135e-06,3.8045246242290887e-07,1.8341268059884897e-06
2xA6000,question_000,2,9,10,1657,3.901092441083165e-06,4.3162249312445056e-06,3.354613227202208e-07,1.950356136148912e-06
2xA6000,question_000,2,10,1,531,0.77702397108078,0.7823851704597473,0.011564865708351135,0.06268048286437988
2xA6000,question_000,2,10,2,236787,0.2226211130619049,0.21728837490081787,0.01155401486903429,0.06263120472431183
2xA6000,question_000,2,10,3,1699,0.00010866030788747594,9.542617772240192e-05,3.941962859244086e-06,2.1758489310741425e-05
2xA6000,question_000,2,10,4,532,9.58923774305731e-05,9.318129741586745e-05,5.723804406443378e-06,2.177844726247713e-05
2xA6000,question_000,2,10,5,573,7.468106196029112e-05,6.468148058047518e-05,3.987869604316074e-06,2.3978253011591733e-05
2xA6000,question_000,2,10,6,236764,4.529635043581948e-05,4.411220288602635e-05,2.502705910956138e-06,1.0287665645591915e-05
2xA6000,question_000,2,10,7,15512,7.87132557888981e-06,6.932140877324855e-06,3.4005819316007546e-07,1.7877200662042014e-06
2xA6000,question_000,2,10,8,25890,6.946420853637392e-06,6.6874658841697965e-06,4.763689389619685e-07,1.5776577129145153e-06
2xA6000,question_000,2,10,9,236761,6.946420853637392e-06,6.746891358488938e-06,3.6741749909197097e-07,1.5776577129145153e-06
2xA6000,question_000,2,10,10,19541,2.255172830700758e-06,2.1672829007002292e-06,1.7320265044418193e-07,5.121928552398458e-07
2xA6000,question_000,2,11,1,6054,0.568073570728302,0.564586877822876,0.01366844866424799,0.07557898759841919
2xA6000,question_000,2,11,2,1586,0.1627558022737503,0.16605448722839355,0.009670688770711422,0.03727683424949646
2xA6000,question_000,2,11,3,672,0.1627558022737503,0.16340401768684387,0.005020209588110447,0.030664116144180298
2xA6000,question_000,2,11,4,506,0.0987163707613945,0.09821589291095734,0.005005773156881332,0.03431352972984314
2xA6000,question_000,2,11,5,9279,0.006310727447271347,0.0063430569134652615,0.0003645144170150161,0.003055654466152191
2xA6000,question_000,2,11,6,8159,0.0010966398986056447,0.001109873061068356,5.048196544521488e-05,0.0003559148171916604
2xA6000,question_000,2,11,7,10967,0.00013097496412228793,0.00013122102245688438,5.358466751204105e-06,3.423597809160128e-05
2xA6000,question_000,2,11,8,16358,0.00011558499681996182,0.00011409817670937628,5.050242180004716e-06,2.3161373974289745e-05
2xA6000,question_000,2,11,9,8974,2.0085661162738688e-05,1.6957563275354914e-05,2.1254049897834193e-06,7.333261237363331e-06
2xA6000,question_000,2,11,10,5811,1.2182569662400056e-05,1.2188202163088135e-05,7.672239235034795e-07,4.197849193587899e-06
2xA6000,question_000,2,12,1,506,0.9999963045120239,0.9999964833259583,1.909210425310448e-07,9.5367431640625e-07
2xA6000,question_000,2,12,2,2778,2.561279188739718e-06,2.285812797708786e-06,1.1419644607713053e-07,5.665515345754102e-07
2xA6000,question_000,2,12,3,837,5.714986741622852e-07,6.428762162613566e-07,4.605494297038604e-08,2.294726186846674e-07
2xA6000,question_000,2,12,4,24119,2.6995684265784803e-07,2.7236694677412743e-07,1.4477646637089947e-08,6.766498472643434e-08
2xA6000,question_000,2,12,5,1217,5.3157659607450114e-08,4.7723649032604953e-08,3.283006311249892e-09,1.883626765675217e-08
2xA6000,question_000,2,12,6,138,4.691147026392173e-08,4.289112709443543e-08,3.445799867662913e-09,1.1758416462726018e-08
2xA6000,question_000,2,12,7,8296,4.13992253811557e-08,3.6774999045974255e-08,2.063060833279451e-09,9.157460567621456e-09
2xA6000,question_000,2,12,8,531,3.224174704996585e-08,2.9184443306462526e-08,2.3426027784267944e-09,1.1424772239365666e-08
2xA6000,question_000,2,12,9,1437,3.224174704996585e-08,2.630005724313378e-08,2.4093360639909633e-09,7.131840007446044e-09
2xA6000,question_000,2,12,10,600,2.845324331701704e-08,2.503902152284354e-08,1.6520228518501767e-09,6.293825904890582e-09
2xA6000,question_000,2,13,1,2778,0.9996863603591919,0.9996534585952759,2.6977457309840247e-05,0.00011664628982543945
2xA6000,question_000,2,13,2,49234,9.608150867279619e-05,0.00010044426744570956,1.000118390948046e-05,2.7287911507301033e-05
2xA6000,question_000,2,13,3,23494,9.608150867279619e-05,0.00010044426744570956,1.000118390948046e-05,2.7287911507301033e-05
2xA6000,question_000,2,13,4,4338,5.827637869515456e-05,7.425779767800122e-05,5.013744157622568e-06,3.779466715059243e-05
2xA6000,question_000,2,13,5,40224,4.5385691919364035e-05,4.847773379879072e-05,5.503985448740423e-06,1.2890912330476567e-05
2xA6000,question_000,2,13,6,24119,1.6696461898391135e-05,2.1670679416274652e-05,1.797516461010673e-06,1.0828942322405055e-05
2xA6000,question_000,2,13,7,3890,5.041894723945006e-07,6.601097766179009e-07,6.625126047765661e-08,4.376570927888679e-07
2xA6000,question_000,2,13,8,1346,3.465240467903641e-07,3.617390689214517e-07,4.1211766443893794e-08,1.9833501596622227e-07
2xA6000,question_000,2,13,9,9904,6.823462683769321e-08,7.536790747053601e-08,7.016462522102529e-09,3.905819312421954e-08
2xA6000,question_000,2,13,10,16364,5.314118212140784e-08,6.877215952272309e-08,5.388105961401379e-09,2.7394058577101532e-08
2xA6000,question_000,2,14,1,529,0.9999804496765137,0.9999781847000122,9.35147284053528e-07,5.364418029785156e-06
2xA6000,question_000,2,14,2,49234,1.670137316978071e-05,1.8898381313192658e-05,8.808185043562844e-07,4.743513272842392e-06
2xA6000,question_000,2,14,3,6811,2.260285327793099e-06,2.279138698213501e-06,9.847978077459629e-08,6.419738838303601e-07
2xA6000,question_000,2,14,4,568,2.102392784308904e-07,2.0684605317455862e-07,1.0089793001100134e-08,5.2695966701321595e-08
2xA6000,question_000,2,14,5,4954,1.8553552649791527e-07,1.8428508496981522e-07,6.9759580334505245e-09,4.65041267716515e-08
2xA6000,question_000,2,14,6,506,4.691072774676286e-08,4.716046575481414e-08,1.2239452784612581e-09,6.24605789312227e-09
2xA6000,question_000,2,14,7,532,4.691072774676286e-08,4.635940342723188e-08,1.6536306768344389e-09,5.512251988193384e-09
2xA6000,question_000,2,14,8,2352,3.653410729498319e-08,3.558960059990568e-08,1.77829051484224e-09,4.292942890060658e-09
2xA6000,question_000,2,14,9,236764,3.2241239011909784e-08,3.558960059990568e-08,1.778287850306981e-09,4.292868283073403e-09
2xA6000,question_000,2,14,10,528,1.725749143588473e-08,1.9371432458115123e-08,6.233749627604368e-10,2.297850798527179e-09
2xA6000,question_000,2,15,1,506,0.9999933242797852,0.9999932646751404,2.83670516409984e-07,1.5497207641601562e-06
2xA6000,question_000,2,15,2,496,5.422211870609317e-06,5.454482561617624e-06,2.3852274466662493e-07,1.3590779417427257e-06
2xA6000,question_000,2,15,3,49234,9.422391826774401e-07,9.403196372659295e-07,2.8309464994435984e-08,2.3617349143023603e-07
2xA6000,question_000,2,15,4,52243,1.6373661537727457e-07,1.6766082922003989e-07,8.37576319412392e-09,2.1801440652780002e-08
2xA6000,question_000,2,15,5,40224,1.6373661537727457e-07,1.8166490178828099e-07,9.231916564544917e-09,4.104076367639209e-08
2xA6000,question_000,2,15,6,138,2.2159342805139204e-08,2.200311399747079e-08,6.183633050049764e-10,2.603792736977084e-09
2xA6000,question_000,2,15,7,614,2.2159342805139204e-08,2.1853006515470952e-08,9.63873092452161e-10,4.901616890151672e-09
2xA6000,question_000,2,15,8,672,1.7257713480489656e-08,1.7136043695131775e-08,4.815814969028054e-10,2.027832124440465e-09
2xA6000,question_000,2,15,9,600,2.3355775091715714e-09,2.337769755555996e-09,1.0157031465896083e-10,5.854161599927465e-10
2xA6000,question_000,2,15,10,2214,2.3355775091715714e-09,2.3204864696424465e-09,1.002850510967157e-10,8.276030971643422e-10
2xA6000,question_000,2,16,1,49234,0.7310577630996704,0.7319825291633606,0.00647380156442523,0.04624146223068237
2xA6000,question_000,2,16,2,40224,0.26894116401672363,0.26801633834838867,0.0064737689681351185,0.046241238713264465
2xA6000,question_000,2,16,3,52243,4.1780009496505954e-07,4.1047218246603734e-07,1.8404394452886663e-08,7.183575689850841e-08
2xA6000,question_000,2,16,4,6811,3.2538301297790895e-07,3.5076772064712713e-07,2.9635911502623458e-08,9.926989719133417e-08
2xA6000,question_000,2,16,5,197522,9.322379668219583e-08,1.0385936377588223e-07,5.955306914273706e-09,4.250662755111989e-08
2xA6000,question_000,2,16,6,3384,8.226971459635024e-08,8.167734932840176e-08,4.493924787851711e-09,2.5099367917391646e-08
2xA6000,question_000,2,16,7,159985,3.429512318575689e-08,3.317170893524235e-08,2.417582800617879e-09,9.233545483766648e-09
2xA6000,question_000,2,16,8,115879,3.0265336903312345e-08,3.3242834263091936e-08,2.2744830463494736e-09,9.233549036480326e-09
2xA6000,question_000,2,16,9,114345,2.6709065181762526e-08,2.5968047268065675e-08,1.953792239106633e-09,1.074735855866038e-08
2xA6000,question_000,2,16,10,7140,1.4296333006313944e-08,1.604962562851142e-08,9.78998992984259e-10,5.740382391650201e-09
2xA6000,question_000,2,17,1,40224,1.0,1.0,0.0,0.0
2xA6000,question_000,2,17,2,52243,3.224186784223093e-08,4.066677661285212e-08,2.4843704871102545e-09,9.15751030561296e-09
2xA6000,question_000,2,17,3,197522,9.23744991609965e-09,1.1785980191802992e-08,9.995071437174374e-10,5.992530915932548e-09
2xA6000,question_000,2,17,4,115879,5.602796449011294e-09,7.066824903034785e-09,4.317188551095086e-10,1.5913368400788386e-09
2xA6000,question_000,2,17,5,114345,5.905304023556823e-10,7.302913829221325e-10,7.90359097613269e-11,2.9835045545212324e-10
2xA6000,question_000,2,17,6,29232,3.581747953784742e-10,4.4656328634928855e-10,4.186618066115422e-11,1.8095874798618183e-10
2xA6000,question_000,2,17,7,88639,2.789468100949932e-10,3.1238925335408396e-10,3.074183962947785e-11,1.4093080868970986e-10
2xA6000,question_000,2,17,8,138,1.917171560394948e-10,2.162322126908478e-10,1.572460217591498e-11,7.697989468091748e-11
2xA6000,question_000,2,17,9,3384,1.3176514046531196e-10,1.6470184938111032e-10,1.5889789484191397e-11,8.909836063386578e-11
2xA6000,question_000,2,17,10,16963,7.99195987166712e-11,9.107043591471964e-11,9.185105800946225e-12,5.404089675753454e-11
2xA6000,question_000,2,18,1,236787,0.9934661984443665,0.9937938451766968,0.00043564930092543364,0.001566171646118164
2xA6000,question_000,2,18,2,236761,0.0027904422022402287,0.0026886388659477234,0.00018296361668035388,0.000615402590483427
2xA6000,question_000,2,18,3,528,0.001917840912938118,0.0018189470283687115,0.00016066691023297608,0.00042284000664949417
2xA6000,question_000,2,18,4,236764,0.0009059238946065307,0.0008007653523236513,4.213225111016072e-05,0.00032006780384108424
2xA6000,question_000,2,18,5,1913,0.000377645279513672,0.00039994323742575943,4.483641168917529e-05,0.00013353917165659368
2xA6000,question_000,2,18,6,1056,0.000377645279513672,0.0003544364881236106,3.7673013139283285e-05,0.0001178491220343858
2xA6000,question_000,2,18,7,532,7.436276791850105e-05,5.8161516790278256e-05,3.2341090445697773e-06,2.3185642930911854e-05
2xA6000,question_000,2,18,8,699,3.980351539212279e-05,3.8540038076462224e-05,2.6036138933704933e-06,1.4066907169762999e-05
2xA6000,question_000,2,18,9,573,2.4142053007381037e-05,2.3318118110182695e-05,1.5637644992239075e-06,5.342370059224777e-06
2xA6000,question_000,2,18,10,1699,1.2922310816065874e-05,1.1116087080154102e-05,6.223368700375431e-07,2.8494014259194955e-06
2xA6000,question_000,2,19,1,108,0.9984980821609497,0.9983533024787903,0.00010296598338754848,0.00037604570388793945
2xA6000,question_000,2,19,2,107,0.0015011810464784503,0.0016457849415019155,0.00010291401122231036,0.000375699601136148
2xA6000,question_000,2,19,3,138,4.444167416295386e-07,4.960033379575179e-07,3.459406627825956e-08,2.542275581163267e-07
2xA6000,question_000,2,19,4,109,1.6349179077224107e-07,1.8365888365678984e-07,9.652084465017197e-09,6.56210943361657e-08
2xA6000,question_000,2,19,5,236743,1.1236615904408609e-07,1.1195792382068248e-07,6.0007883107005e-09,3.977577023306367e-08
2xA6000,question_000,2,19,6,669,3.647994972766355e-08,4.0955502100814556e-08,1.6777863542927207e-09,1.0351872248293148e-08
2xA6000,question_000,2,19,7,21841,1.520710668501124e-08,1.5207515247084302e-08,8.039782173341337e-10,6.4942069499807076e-09
2xA6000,question_000,2,19,8,139,1.3420223154980704e-08,1.5004319564582147e-08,8.648388671872453e-10,6.494203397267029e-09
2xA6000,question_000,2,19,9,568,1.1125755428054163e-08,1.1490758566878867e-08,7.735809770537116e-10,4.192333591390707e-09
2xA6000,question_000,2,19,10,1191,8.66474803018491e-09,1.0077811474218379e-08,6.822638565218142e-10,2.982314839528044e-09
2xA6000,question_000,2,20,1,236770,0.8803578615188599,0.8970188498497009,0.010952147655189037,0.02400839328765869
2xA6000,question_000,2,20,2,1018,0.11914347857236862,0.10245081037282944,0.010921834036707878,0.023842886090278625
2xA6000,question_000,2,20,3,236829,0.0004869121767114848,0.0005178551655262709,4.123170947423205e-05,0.00018376411753706634
2xA6000,question_000,2,20,4,818,6.129319899628172e-06,6.481849140982376e-06,4.498249381867936e-07,2.3132370188250206e-06
2xA6000,question_000,2,20,5,5213,1.3676361731995712e-06,1.4669932397737284e-06,1.3724205416565383e-07,7.49938976696285e-07
2xA6000,question_000,2,20,6,76066,1.3676361731995712e-06,1.6019407667045016e-06,1.001362051056276e-07,7.49938976696285e-07
2xA6000,question_000,2,20,7,1408,5.70115560094564e-07,5.920297780903638e-07,3.2688618034626415e-08,1.4285762972576777e-07
2xA6000,question_000,2,20,8,236743,5.031251930631697e-07,4.829826139030047e-07,5.3091042673258926e-08,2.43517632725343e-07
2xA6000,question_000,2,20,9,177906,4.440064458322013e-07,4.6970103539933916e-07,3.509941848278686e-08,1.6761273968768364e-07
2xA6000,question_000,2,20,10,46184,3.457925572547538e-07,4.009667975424236e-07,2.3858923725583736e-08,1.3053721659161965e-07
2xA6000,question_000,2,21,1,236761,0.9999998807907104,0.9999998807907104,5.9005589747584963e-08,1.1920928955078125e-07
2xA6000,question_000,2,21,2,236768,4.691163724146463e-08,5.651239476378578e-08,6.892886705855972e-09,2.3700909679291726e-08
2xA6000,question_000,2,21,3,56413,4.691163724146463e-08,4.7613557541126283e-08,3.3989517866928054e-09,1.883636002730782e-08
2xA6000,question_000,2,21,4,99382,1.7257827167327378e-08,1.8919770639058697e-08,1.664990145755496e-09,8.719080568653226e-09
2xA6000,question_000,2,21,5,783,1.1861118309752783e-08,1.182392672660626e-08,7.210927410739032e-10,2.9730067296895868e-09
2xA6000,question_000,2,21,6,236787,2.64657362691878e-09,2.6608062420052647e-09,1.9646785587301707e-10,1.5793060192947905e-09
2xA6000,question_000,2,21,7,236764,2.64657362691878e-09,2.992276204594191e-09,2.2155258183609305e-10,1.515148229103147e-09
2xA6000,question_000,2,21,8,46455,2.335592830249311e-09,2.900820250673064e-09,2.5385377133702036e-10,1.3371141971418865e-09
2xA6000,question_000,2,21,9,2907,9.736199624299502e-10,1.0775637049320608e-09,9.09339756272054e-11,4.918968565803539e-10
2xA6000,question_000,2,21,10,856,4.5990550257002383e-10,4.5518708247094253e-10,2.9160250603066373e-11,1.6296644589353093e-10
2xA6000,question_000,2,22,1,5213,0.7763107419013977,0.7679505944252014,0.017763514071702957,0.04646521806716919
